ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
LAO,Lao People's Democratic Republic,urban,Sanitation,2020,0,0,Open defecation
LAO,Lao People's Democratic Republic,total,Sanitation,2020,61.38127,4465828.36024,Safely managed service
LAO,Lao People's Democratic Republic,rural,Sanitation,2020,60.26628,2793496.89096,Safely managed service
LAO,Lao People's Democratic Republic,urban,Sanitation,2020,63.33872,1672331.65089,Safely managed service
LAO,Lao People's Democratic Republic,total,Drinking water,2020,17.6819,1286456.87759,Safely managed service
LAO,Lao People's Democratic Republic,rural,Drinking water,2020,12.38136,573907.81391,Safely managed service
LAO,Lao People's Democratic Republic,urban,Drinking water,2020,26.98744,712549.1065,Safely managed service
LAO,Lao People's Democratic Republic,total,Drinking water,2020,0.58453,42527.88708,Surface water
LAO,Lao People's Democratic Republic,rural,Drinking water,2020,0.91749,42527.88948,Surface water
LAO,Lao People's Democratic Republic,urban,Drinking water,2020,0,0,Surface water
LAO,Lao People's Democratic Republic,total,Sanitation,2020,1.35002,98221.3212,Unimproved
LAO,Lao People's Democratic Republic,rural,Sanitation,2020,2.119,98221.32671,Unimproved
LAO,Lao People's Democratic Republic,urban,Sanitation,2020,0,0,Unimproved
LAO,Lao People's Democratic Republic,total,Drinking water,2020,10.62887,773309.24278,Unimproved
LAO,Lao People's Democratic Republic,rural,Drinking water,2020,15.01097,695797.01915,Unimproved
LAO,Lao People's Democratic Republic,urban,Drinking water,2020,2.93574,77512.264,Unimproved
LCA,Saint Lucia,total,Sanitation,2020,83.36811,153088.02792,At least basic
LCA,Saint Lucia,rural,Sanitation,2020,84.28014,125603.90891,At least basic
LCA,Saint Lucia,urban,Sanitation,2020,79.43948,27484.10369,At least basic
LCA,Saint Lucia,total,Drinking water,2020,96.88785,177914.18622,At least basic
LCA,Saint Lucia,rural,Drinking water,2020,96.81403,144283.34657,At least basic
LCA,Saint Lucia,urban,Drinking water,2020,97.20583,33630.82349,At least basic
LCA,Saint Lucia,total,Sanitation,2020,10.3844,19068.76538,Limited service
LCA,Saint Lucia,rural,Sanitation,2020,8.57306,12776.5627,Limited service
LCA,Saint Lucia,urban,Sanitation,2020,18.18685,6292.20147,Limited service
LCA,Saint Lucia,total,Drinking water,2020,1.81565,3334.06392,Limited service
LCA,Saint Lucia,rural,Drinking water,2020,1.73415,2584.43225,Limited service
LCA,Saint Lucia,urban,Drinking water,2020,2.16672,749.63141,Limited service
LCA,Saint Lucia,total,Sanitation,2020,6.19966,11384.37925,Open defecation
LCA,Saint Lucia,rural,Sanitation,2020,7.1468,10650.98057,Open defecation
LCA,Saint Lucia,urban,Sanitation,2020,2.1198,733.3976,Open defecation
LCA,Saint Lucia,total,Drinking water,2020,0,0,Surface water
LCA,Saint Lucia,rural,Drinking water,2020,0,0,Surface water
LCA,Saint Lucia,urban,Drinking water,2020,0,0,Surface water
LCA,Saint Lucia,total,Sanitation,2020,0.04783,87.83173,Unimproved
LCA,Saint Lucia,rural,Sanitation,2020,0,0,Unimproved
LCA,Saint Lucia,urban,Sanitation,2020,0.25388,87.83555,Unimproved
LCA,Saint Lucia,total,Drinking water,2020,1.2965,2380.75599,Unimproved
LCA,Saint Lucia,rural,Drinking water,2020,1.45182,2163.67424,Unimproved
LCA,Saint Lucia,urban,Drinking water,2020,0.62746,217.08535,Unimproved
LIE,Liechtenstein,total,Sanitation,2020,1.2,457.644,Basic service
LIE,Liechtenstein,total,Drinking water,2020,0,0,Basic service
LIE,Liechtenstein,total,Sanitation,2020,0,0,Limited service
LIE,Liechtenstein,total,Drinking water,2020,0,0,Limited service
LIE,Liechtenstein,total,Sanitation,2020,0,0,Open defecation
LIE,Liechtenstein,total,Sanitation,2020,98.75,37660.2875,Safely managed service
LIE,Liechtenstein,total,Drinking water,2020,100,38137,Safely managed service
LIE,Liechtenstein,total,Drinking water,2020,0,0,Surface water
LIE,Liechtenstein,total,Sanitation,2020,0.05,19.0685,Unimproved
LIE,Liechtenstein,total,Drinking water,2020,0,0,Unimproved
LKA,Sri Lanka,total,Sanitation,2020,93.65293,20054136.29233,At least basic
LKA,Sri Lanka,rural,Sanitation,2020,93.86583,16338462.74531,At least basic
LKA,Sri Lanka,urban,Sanitation,2020,92.72817,3715674.89189,At least basic
LKA,Sri Lanka,total,Drinking water,2020,92.22758,19748921.67692,At least basic
LKA,Sri Lanka,rural,Drinking water,2020,90.53744,15759116.57119,At least basic
LKA,Sri Lanka,urban,Drinking water,2020,6.24174,250110.39417,Basic service
LKA,Sri Lanka,total,Sanitation,2020,3.9747,851111.95503,Limited service
LKA,Sri Lanka,rural,Sanitation,2020,3.9869,693966.65681,Limited service
LKA,Sri Lanka,urban,Sanitation,2020,3.92171,157145.31713,Limited service
LKA,Sri Lanka,total,Drinking water,2020,0.59546,127506.9423,Limited service
LKA,Sri Lanka,rural,Drinking water,2020,0.70321,122402.03792,Limited service
LKA,Sri Lanka,urban,Drinking water,2020,0.1274,5104.90779,Limited service
LKA,Sri Lanka,total,Sanitation,2020,0,0,Open defecation
LKA,Sri Lanka,rural,Sanitation,2020,0,0,Open defecation
LKA,Sri Lanka,urban,Sanitation,2020,0,0,Open defecation
LKA,Sri Lanka,urban,Drinking water,2020,93.32764,3739695.90525,Safely managed service
LKA,Sri Lanka,total,Drinking water,2020,1.82804,391441.79457,Surface water
LKA,Sri Lanka,rural,Drinking water,2020,2.24887,391441.80588,Surface water
LKA,Sri Lanka,urban,Drinking water,2020,0,0,Surface water
LKA,Sri Lanka,total,Sanitation,2020,2.37237,508000.95971,Unimproved
LKA,Sri Lanka,rural,Sanitation,2020,2.14727,373758.57316,Unimproved
LKA,Sri Lanka,urban,Sanitation,2020,3.35012,134241.41997,Unimproved
LKA,Sri Lanka,total,Drinking water,2020,5.34893,1145379.12453,Unimproved
LKA,Sri Lanka,rural,Drinking water,2020,6.51049,1133227.88752,Unimproved
LKA,Sri Lanka,urban,Drinking water,2020,0.30322,12150.29282,Unimproved
LTU,Lithuania,rural,Drinking water,2020,93.78278,815798.55875,At least basic
LTU,Lithuania,total,Sanitation,2020,0,0,Basic service
LTU,Lithuania,rural,Sanitation,2020,0,0,Basic service
LTU,Lithuania,urban,Sanitation,2020,0,0,Basic service
LTU,Lithuania,total,Drinking water,2020,3.08956,84106.73738,Basic service
LTU,Lithuania,urban,Drinking water,2020,0.6757,12516.75383,Basic service
LTU,Lithuania,total,Sanitation,2020,2.11256,57509.93294,Limited service
LTU,Lithuania,rural,Sanitation,2020,2.43698,21198.78811,Limited service
LTU,Lithuania,urban,Sanitation,2020,1.96021,36311.14692,Limited service
LTU,Lithuania,total,Drinking water,2020,0,0,Limited service
LTU,Lithuania,rural,Drinking water,2020,0,0,Limited service
LTU,Lithuania,urban,Drinking water,2020,0,0,Limited service
LTU,Lithuania,total,Sanitation,2020,0,0,Open defecation
LTU,Lithuania,rural,Sanitation,2020,0,0,Open defecation
LTU,Lithuania,urban,Sanitation,2020,0,0,Open defecation
LTU,Lithuania,total,Sanitation,2020,93.93707,2557240.45618,Safely managed service
LTU,Lithuania,rural,Sanitation,2020,86.2233,750040.09221,Safely managed service
LTU,Lithuania,urban,Sanitation,2020,97.55942,1807200.45974,Safely managed service
LTU,Lithuania,total,Drinking water,2020,94.92379,2584101.79339,Safely managed service
LTU,Lithuania,urban,Drinking water,2020,99.3243,1839893.34624,Safely managed service
LTU,Lithuania,total,Drinking water,2020,0,0,Surface water
LTU,Lithuania,rural,Drinking water,2020,0,0,Surface water
LTU,Lithuania,urban,Drinking water,2020,0,0,Surface water
LTU,Lithuania,total,Sanitation,2020,3.95037,107540.61094,Unimproved
LTU,Lithuania,rural,Sanitation,2020,11.33972,98642.05971,Unimproved
LTU,Lithuania,urban,Sanitation,2020,0.48037,8898.49338,Unimproved
LTU,Lithuania,total,Drinking water,2020,1.98665,54082.46929,Unimproved
LTU,Lithuania,rural,Drinking water,2020,6.21722,54082.40979,Unimproved
LTU,Lithuania,urban,Drinking water,2020,0,0,Unimproved
LUX,Luxembourg,total,Sanitation,2020,0.8073,5053.5155,Basic service
LUX,Luxembourg,rural,Sanitation,2020,9.40542,5032.10616,Basic service
LUX,Luxembourg,urban,Sanitation,2020,0.00374,21.40964,Basic service
LUX,Luxembourg,total,Drinking water,2020,0.42084,2634.35946,Basic service
LUX,Luxembourg,rural,Drinking water,2020,2.0705,1107.76272,Basic service
LUX,Luxembourg,urban,Drinking water,2020,0.26667,1526.59683,Basic service
LUX,Luxembourg,total,Sanitation,2020,2.38076,14902.99623,Limited service
LUX,Luxembourg,rural,Sanitation,2020,1.10955,593.6312,Limited service
LUX,Luxembourg,urban,Sanitation,2020,2.49957,14309.36522,Limited service
LUX,Luxembourg,total,Drinking water,2020,0,0,Limited service
LUX,Luxembourg,rural,Drinking water,2020,0,0,Limited service
LUX,Luxembourg,urban,Drinking water,2020,0,0,Limited service
LUX,Luxembourg,total,Sanitation,2020,0,0,Open defecation
LUX,Luxembourg,rural,Sanitation,2020,0,0,Open defecation
LUX,Luxembourg,urban,Sanitation,2020,0,0,Open defecation
LUX,Luxembourg,total,Sanitation,2020,96.78405,605844.89553,Safely managed service
LUX,Luxembourg,rural,Sanitation,2020,89.34415,47801.07038,Safely managed service
LUX,Luxembourg,urban,Sanitation,2020,97.47936,558043.83392,Safely managed service
LUX,Luxembourg,total,Drinking water,2020,99.45909,622590.04699,Safely managed service
LUX,Luxembourg,rural,Drinking water,2020,96.52474,51642.84298,Safely managed service
LUX,Luxembourg,urban,Drinking water,2020,99.73333,570947.21315,Safely managed service
LUX,Luxembourg,total,Drinking water,2020,0,0,Surface water
LUX,Luxembourg,rural,Drinking water,2020,0,0,Surface water
LUX,Luxembourg,urban,Drinking water,2020,0,0,Surface water
LUX,Luxembourg,total,Sanitation,2020,0.02789,174.59276,Unimproved
LUX,Luxembourg,rural,Sanitation,2020,0.14088,75.37627,Unimproved
LUX,Luxembourg,urban,Sanitation,2020,0.01733,99.20124,Unimproved
LUX,Luxembourg,total,Drinking water,2020,0.12007,751.59351,Unimproved
LUX,Luxembourg,rural,Drinking water,2020,1.40476,751.5783,Unimproved
LUX,Luxembourg,urban,Drinking water,2020,0,0,Unimproved
LVA,Latvia,rural,Sanitation,2020,84.16762,503021.98547,At least basic
LVA,Latvia,urban,Sanitation,2020,96.25391,1240288.27558,At least basic
LVA,Latvia,rural,Drinking water,2020,98.57922,589151.95763,At least basic
LVA,Latvia,urban,Drinking water,2020,98.87692,1274087.38634,At least basic
LVA,Latvia,total,Sanitation,2020,9.01477,170036.73637,Basic service
LVA,Latvia,total,Drinking water,2020,2.4932,47026.76889,Basic service
LVA,Latvia,total,Sanitation,2020,2.1896,41300.31104,Limited service
LVA,Latvia,rural,Sanitation,2020,1.18172,7062.44442,Limited service
LVA,Latvia,urban,Sanitation,2020,2.65707,34237.86564,Limited service
LVA,Latvia,total,Drinking water,2020,0.6823,12869.57024,Limited service
LVA,Latvia,rural,Drinking water,2020,0,0,Limited service
LVA,Latvia,urban,Drinking water,2020,0.99876,12869.56983,Limited service
LVA,Latvia,total,Sanitation,2020,0,0,Open defecation
LVA,Latvia,rural,Sanitation,2020,0,0,Open defecation
LVA,Latvia,urban,Sanitation,2020,0,0,Open defecation
LVA,Latvia,total,Sanitation,2020,83.4096,1573273.56546,Safely managed service
LVA,Latvia,total,Drinking water,2020,96.2894,1816212.62971,Safely managed service
LVA,Latvia,total,Drinking water,2020,0,0,Surface water
LVA,Latvia,rural,Drinking water,2020,0,0,Surface water
LVA,Latvia,urban,Drinking water,2020,0,0,Surface water
LVA,Latvia,total,Sanitation,2020,5.38603,101591.38708,Unimproved
LVA,Latvia,rural,Sanitation,2020,14.65067,87558.71409,Unimproved
LVA,Latvia,urban,Sanitation,2020,1.08903,14032.7352,Unimproved
LVA,Latvia,total,Drinking water,2020,0.5351,10093.03114,Unimproved
LVA,Latvia,rural,Drinking water,2020,1.42078,8491.1753,Unimproved
LVA,Latvia,urban,Drinking water,2020,0.12432,1601.91698,Unimproved
MAC,"China, Macao Special Administrative Region",total,Sanitation,2020,33.43588,217113.24314,Basic service
MAC,"China, Macao Special Administrative Region",urban,Sanitation,2020,33.43588,217113.24314,Basic service
MAC,"China, Macao Special Administrative Region",total,Drinking water,2020,0.0225,146.10195,Basic service
MAC,"China, Macao Special Administrative Region",urban,Drinking water,2020,0,0,Basic service
MAC,"China, Macao Special Administrative Region",total,Sanitation,2020,0,0,Limited service
MAC,"China, Macao Special Administrative Region",urban,Sanitation,2020,0,0,Limited service
MAC,"China, Macao Special Administrative Region",total,Drinking water,2020,0,0,Limited service
MAC,"China, Macao Special Administrative Region",urban,Drinking water,2020,0,0,Limited service
MAC,"China, Macao Special Administrative Region",total,Sanitation,2020,0,0,Open defecation
MAC,"China, Macao Special Administrative Region",urban,Sanitation,2020,0,0,Open defecation
MAC,"China, Macao Special Administrative Region",total,Sanitation,2020,66.56412,432228.75686,Safely managed service
MAC,"China, Macao Special Administrative Region",urban,Sanitation,2020,66.56412,432228.75686,Safely managed service
MAC,"China, Macao Special Administrative Region",total,Drinking water,2020,99.9775,649195.89805,Safely managed service
MAC,"China, Macao Special Administrative Region",urban,Drinking water,2020,100,649342,Safely managed service
MAC,"China, Macao Special Administrative Region",total,Drinking water,2020,0,0,Surface water
MAC,"China, Macao Special Administrative Region",urban,Drinking water,2020,0,0,Surface water
MAC,"China, Macao Special Administrative Region",total,Sanitation,2020,0,0,Unimproved
MAC,"China, Macao Special Administrative Region",urban,Sanitation,2020,0,0,Unimproved
MAC,"China, Macao Special Administrative Region",total,Drinking water,2020,0,0,Unimproved
MAC,"China, Macao Special Administrative Region",urban,Drinking water,2020,0,0,Unimproved
MAF,Saint Martin (French Part),total,Sanitation,2020,100,0,At least basic
MAF,Saint Martin (French Part),urban,Sanitation,2020,100,0,At least basic
MAF,Saint Martin (French Part),total,Drinking water,2020,3.29998,0,Basic service
MAF,Saint Martin (French Part),urban,Drinking water,2020,3.29998,0,Basic service
MAF,Saint Martin (French Part),total,Sanitation,2020,0,0,Limited service
MAF,Saint Martin (French Part),urban,Sanitation,2020,0,0,Limited service
MAF,Saint Martin (French Part),total,Drinking water,2020,0,0,Limited service
MAF,Saint Martin (French Part),urban,Drinking water,2020,0,0,Limited service
MAF,Saint Martin (French Part),total,Sanitation,2020,0,0,Open defecation
MAF,Saint Martin (French Part),urban,Sanitation,2020,0,0,Open defecation
MAF,Saint Martin (French Part),total,Drinking water,2020,96.6993,0,Safely managed service
MAF,Saint Martin (French Part),urban,Drinking water,2020,96.6993,0,Safely managed service
MAF,Saint Martin (French Part),total,Drinking water,2020,0,0,Surface water
MAF,Saint Martin (French Part),urban,Drinking water,2020,0,0,Surface water
MAF,Saint Martin (French Part),total,Sanitation,2020,0,0,Unimproved
MAF,Saint Martin (French Part),urban,Sanitation,2020,0,0,Unimproved
MAF,Saint Martin (French Part),total,Drinking water,2020,0.00073,0,Unimproved
MAF,Saint Martin (French Part),urban,Drinking water,2020,0.00073,0,Unimproved
MCO,Monaco,total,Sanitation,2020,0,0,Basic service
MCO,Monaco,urban,Sanitation,2020,0,0,Basic service
MCO,Monaco,total,Drinking water,2020,0,0,Basic service
MCO,Monaco,urban,Drinking water,2020,0,0,Basic service
MCO,Monaco,total,Sanitation,2020,0,0,Limited service
MCO,Monaco,urban,Sanitation,2020,0,0,Limited service
MCO,Monaco,total,Drinking water,2020,0,0,Limited service
MCO,Monaco,urban,Drinking water,2020,0,0,Limited service
MCO,Monaco,total,Sanitation,2020,0,0,Open defecation
MCO,Monaco,urban,Sanitation,2020,0,0,Open defecation
MCO,Monaco,total,Sanitation,2020,100,39244,Safely managed service
MCO,Monaco,urban,Sanitation,2020,100,39244,Safely managed service
MCO,Monaco,total,Drinking water,2020,100,39244,Safely managed service
MCO,Monaco,urban,Drinking water,2020,100,39244,Safely managed service
MCO,Monaco,total,Drinking water,2020,0,0,Surface water
MCO,Monaco,urban,Drinking water,2020,0,0,Surface water
MCO,Monaco,total,Sanitation,2020,0,0,Unimproved
MCO,Monaco,urban,Sanitation,2020,0,0,Unimproved
MCO,Monaco,total,Drinking water,2020,0,0,Unimproved
MCO,Monaco,urban,Drinking water,2020,0,0,Unimproved
MDA,Republic of Moldova,total,Sanitation,2020,78.72914,3175904.42784,At least basic
MDA,Republic of Moldova,rural,Sanitation,2020,72.63286,1674514.44911,At least basic
MDA,Republic of Moldova,rural,Drinking water,2020,85.48104,1970722.91502,At least basic
MDA,Republic of Moldova,urban,Drinking water,2020,97.35744,1682835.99179,At least basic
MDA,Republic of Moldova,urban,Sanitation,2020,7.92186,136930.43639,Basic service
MDA,Republic of Moldova,total,Drinking water,2020,16.49889,665559.31446,Basic service
MDA,Republic of Moldova,total,Sanitation,2020,11.21685,452483.67518,Limited service
MDA,Republic of Moldova,rural,Sanitation,2020,10.48833,241803.29724,Limited service
MDA,Republic of Moldova,urban,Sanitation,2020,12.18853,210680.38683,Limited service
MDA,Republic of Moldova,total,Drinking water,2020,1.51978,61307.23226,Limited service
MDA,Republic of Moldova,rural,Drinking water,2020,1.52256,35101.93371,Limited service
MDA,Republic of Moldova,urban,Drinking water,2020,1.51606,26205.29972,Limited service
MDA,Republic of Moldova,total,Sanitation,2020,0.13335,5379.38393,Open defecation
MDA,Republic of Moldova,rural,Sanitation,2020,0.23333,5379.38403,Open defecation
MDA,Republic of Moldova,urban,Sanitation,2020,0,0,Open defecation
MDA,Republic of Moldova,urban,Sanitation,2020,78.93835,1364459.56159,Safely managed service
MDA,Republic of Moldova,total,Drinking water,2020,74.07107,2987999.45141,Safely managed service
MDA,Republic of Moldova,total,Drinking water,2020,0,0,Surface water
MDA,Republic of Moldova,rural,Drinking water,2020,0,0,Surface water
MDA,Republic of Moldova,urban,Drinking water,2020,0,0,Surface water
MDA,Republic of Moldova,total,Sanitation,2020,9.92065,400195.54076,Unimproved
MDA,Republic of Moldova,rural,Sanitation,2020,16.64548,383753.15494,Unimproved
MDA,Republic of Moldova,urban,Sanitation,2020,0.95125,16442.51523,Unimproved
MDA,Republic of Moldova,total,Drinking water,2020,7.91026,319097.00182,Unimproved
MDA,Republic of Moldova,rural,Drinking water,2020,12.9964,299625.51651,Unimproved
MDA,Republic of Moldova,urban,Drinking water,2020,1.1265,19471.61331,Unimproved
MDV,Maldives,total,Sanitation,2020,99.15533,535976.22805,At least basic
MDV,Maldives,rural,Sanitation,2020,98.74648,316688.80359,At least basic
MDV,Maldives,urban,Sanitation,2020,99.75182,219287.43915,At least basic
MDV,Maldives,total,Drinking water,2020,99.54444,538079.51346,At least basic
MDV,Maldives,rural,Drinking water,2020,99.91901,320449.24057,At least basic
MDV,Maldives,urban,Drinking water,2020,98.99799,217630.27191,At least basic
MDV,Maldives,total,Hygiene,2020,95.82998,518001.31336,Basic service
MDV,Maldives,rural,Hygiene,2020,94.9742,304590.78846,Basic service
MDV,Maldives,urban,Hygiene,2020,97.07847,213410.53946,Basic service
MDV,Maldives,total,Hygiene,2020,1.81552,9813.63455,Limited service
MDV,Maldives,rural,Hygiene,2020,1.37114,4397.3649,Limited service
MDV,Maldives,urban,Hygiene,2020,2.46381,5416.26989,Limited service
MDV,Maldives,total,Sanitation,2020,0.29839,1612.90782,Limited service
MDV,Maldives,rural,Sanitation,2020,0.3328,1067.31483,Limited service
MDV,Maldives,urban,Sanitation,2020,0.24819,545.59303,Limited service
MDV,Maldives,total,Drinking water,2020,0.04805,259.73417,Limited service
MDV,Maldives,rural,Drinking water,2020,0.08099,259.73418,Limited service
MDV,Maldives,urban,Drinking water,2020,0,0,Limited service
MDV,Maldives,total,Hygiene,2020,2.3545,12727.05267,No handwashing facility
MDV,Maldives,rural,Hygiene,2020,3.65466,11720.81628,No handwashing facility
MDV,Maldives,urban,Hygiene,2020,0.45772,1006.22069,No handwashing facility
MDV,Maldives,total,Sanitation,2020,0,0,Open defecation
MDV,Maldives,rural,Sanitation,2020,0,0,Open defecation
MDV,Maldives,urban,Sanitation,2020,0,0,Open defecation
MDV,Maldives,total,Drinking water,2020,0,0,Surface water
MDV,Maldives,rural,Drinking water,2020,0,0,Surface water
MDV,Maldives,urban,Drinking water,2020,0,0,Surface water
MDV,Maldives,total,Sanitation,2020,0.54628,2952.8576,Unimproved
MDV,Maldives,rural,Sanitation,2020,0.92072,2952.84245,Unimproved
MDV,Maldives,urban,Sanitation,2020,0,0,Unimproved
MDV,Maldives,total,Drinking water,2020,0.40751,2202.76652,Unimproved
MDV,Maldives,rural,Drinking water,2020,0,0,Unimproved
MDV,Maldives,urban,Drinking water,2020,1.00201,2202.75129,Unimproved
MEX,Mexico,rural,Sanitation,2020,86.0464,21377414.57297,At least basic
MEX,Mexico,rural,Drinking water,2020,98.33707,24430913.94054,At least basic
MEX,Mexico,urban,Drinking water,2020,100,104088696,At least basic
MEX,Mexico,total,Sanitation,2020,35.08296,45233425.51451,Basic service
MEX,Mexico,urban,Sanitation,2020,34.29491,35697126.61188,Basic service
MEX,Mexico,total,Drinking water,2020,56.65328,73044637.3473,Basic service
MEX,Mexico,total,Sanitation,2020,6.78721,8750939.70433,Limited service
MEX,Mexico,rural,Sanitation,2020,10.34846,2570976.19804,Limited service
MEX,Mexico,urban,Sanitation,2020,5.93721,6179963.54243,Limited service
MEX,Mexico,total,Drinking water,2020,0,0,Limited service
MEX,Mexico,rural,Drinking water,2020,0,0,Limited service
MEX,Mexico,urban,Drinking water,2020,0,0,Limited service
MEX,Mexico,total,Sanitation,2020,0.09646,124364.16692,Open defecation
MEX,Mexico,rural,Sanitation,2020,0.50058,124364.17148,Open defecation
MEX,Mexico,urban,Sanitation,2020,0,0,Open defecation
MEX,Mexico,total,Sanitation,2020,57.3411,73931461.91876,Safely managed service
MEX,Mexico,urban,Sanitation,2020,59.65138,62090345.95082,Safely managed service
MEX,Mexico,total,Drinking water,2020,43.02628,55474973.21782,Safely managed service
MEX,Mexico,total,Drinking water,2020,0,0,Surface water
MEX,Mexico,rural,Drinking water,2020,0,0,Surface water
MEX,Mexico,urban,Drinking water,2020,0,0,Surface water
MEX,Mexico,total,Sanitation,2020,0.69227,892560.69548,Unimproved
MEX,Mexico,rural,Sanitation,2020,3.10456,771298.8749,Unimproved
MEX,Mexico,urban,Sanitation,2020,0.1165,121259.89383,Unimproved
MEX,Mexico,total,Drinking water,2020,0.32043,413141.43101,Unimproved
MEX,Mexico,rural,Drinking water,2020,1.66293,413139.49227,Unimproved
MEX,Mexico,urban,Drinking water,2020,0,0,Unimproved
MKD,North Macedonia,total,Hygiene,2020,99.67369,2076581.60138,Basic service
MKD,North Macedonia,rural,Hygiene,2020,99.75111,862824.8043,Basic service
MKD,North Macedonia,urban,Hygiene,2020,99.61872,1213756.62667,Basic service
MKD,North Macedonia,total,Sanitation,2020,86.13116,1794439.17674,Basic service
MKD,North Macedonia,rural,Sanitation,2020,78.86796,682190.25821,Basic service
MKD,North Macedonia,urban,Sanitation,2020,91.2875,1112248.7672,Basic service
MKD,North Macedonia,total,Drinking water,2020,20.90941,435622.44327,Basic service
MKD,North Macedonia,rural,Drinking water,2020,31.52618,272694.39393,Basic service
MKD,North Macedonia,urban,Drinking water,2020,13.37227,162928.01947,Basic service
MKD,North Macedonia,total,Hygiene,2020,0.16302,3396.24766,Limited service
MKD,North Macedonia,rural,Hygiene,2020,0.12436,1075.72894,Limited service
MKD,North Macedonia,urban,Hygiene,2020,0.19046,2320.5184,Limited service
MKD,North Macedonia,total,Sanitation,2020,0.85226,17755.91154,Limited service
MKD,North Macedonia,rural,Sanitation,2020,1.26636,10953.77457,Limited service
MKD,North Macedonia,urban,Sanitation,2020,0.55828,6802.13573,Limited service
MKD,North Macedonia,total,Drinking water,2020,1.63499,34063.13928,Limited service
MKD,North Macedonia,rural,Drinking water,2020,1.5052,13019.6635,Limited service
MKD,North Macedonia,urban,Drinking water,2020,1.72714,21043.47292,Limited service
MKD,North Macedonia,total,Hygiene,2020,0.16329,3402.05087,No handwashing facility
MKD,North Macedonia,rural,Hygiene,2020,0.12453,1077.15673,No handwashing facility
MKD,North Macedonia,urban,Hygiene,2020,0.19082,2324.95481,No handwashing facility
MKD,North Macedonia,total,Sanitation,2020,0.12812,2669.14895,Open defecation
MKD,North Macedonia,rural,Sanitation,2020,0.30858,2669.14883,Open defecation
MKD,North Macedonia,urban,Sanitation,2020,0,0,Open defecation
MKD,North Macedonia,total,Sanitation,2020,12.19672,254104.07044,Safely managed service
MKD,North Macedonia,rural,Sanitation,2020,17.89096,154752.8556,Safely managed service
MKD,North Macedonia,urban,Sanitation,2020,8.15422,99351.19708,Safely managed service
MKD,North Macedonia,total,Drinking water,2020,76.83341,1600731.73438,Safely managed service
MKD,North Macedonia,rural,Drinking water,2020,65.94254,570388.24183,Safely managed service
MKD,North Macedonia,urban,Drinking water,2020,84.56513,1030343.35524,Safely managed service
MKD,North Macedonia,total,Drinking water,2020,0.04796,999.22227,Surface water
MKD,North Macedonia,rural,Drinking water,2020,0.11552,999.22223,Surface water
MKD,North Macedonia,urban,Drinking water,2020,0,0,Surface water
MKD,North Macedonia,total,Sanitation,2020,0.69174,14411.59241,Unimproved
MKD,North Macedonia,rural,Sanitation,2020,1.66613,14411.65279,Unimproved
MKD,North Macedonia,urban,Sanitation,2020,0,0,Unimproved
MKD,North Macedonia,total,Drinking water,2020,0.57423,11963.36065,Unimproved
MKD,North Macedonia,rural,Drinking water,2020,0.91056,7876.16852,Unimproved
MKD,North Macedonia,urban,Drinking water,2020,0.33546,4087.25237,Unimproved
MLT,Malta,rural,Sanitation,2020,100,23207.277,At least basic
MLT,Malta,urban,Sanitation,2020,99.9625,418174.85201,At least basic
MLT,Malta,rural,Drinking water,2020,100,23207.277,At least basic
MLT,Malta,urban,Drinking water,2020,100,418331.72,At least basic
MLT,Malta,total,Sanitation,2020,8.0965,35749.19073,Basic service
MLT,Malta,total,Drinking water,2020,0,0,Basic service
MLT,Malta,total,Sanitation,2020,0,0,Limited service
MLT,Malta,rural,Sanitation,2020,0,0,Limited service
MLT,Malta,urban,Sanitation,2020,0,0,Limited service
MLT,Malta,total,Drinking water,2020,0,0,Limited service
MLT,Malta,rural,Drinking water,2020,0,0,Limited service
MLT,Malta,urban,Drinking water,2020,0,0,Limited service
MLT,Malta,total,Sanitation,2020,0,0,Open defecation
MLT,Malta,rural,Sanitation,2020,0,0,Open defecation
MLT,Malta,urban,Sanitation,2020,0,0,Open defecation
MLT,Malta,total,Sanitation,2020,91.86797,405632.93677,Safely managed service
MLT,Malta,total,Drinking water,2020,100,441539.00177,Safely managed service
MLT,Malta,total,Drinking water,2020,0,0,Surface water
MLT,Malta,rural,Drinking water,2020,0,0,Surface water
MLT,Malta,urban,Drinking water,2020,0,0,Surface water
MLT,Malta,total,Sanitation,2020,0.03553,156.87249,Unimproved
MLT,Malta,rural,Sanitation,2020,0,0,Unimproved
MLT,Malta,urban,Sanitation,2020,0.0375,156.8744,Unimproved
MLT,Malta,total,Drinking water,2020,0,0,Unimproved
MLT,Malta,rural,Drinking water,2020,0,0,Unimproved
MLT,Malta,urban,Drinking water,2020,0,0,Unimproved
MMR,Myanmar,total,Hygiene,2020,74.50769,40539478.53817,Basic service
MMR,Myanmar,rural,Hygiene,2020,70.65723,26472466.54175,Basic service
MMR,Myanmar,urban,Hygiene,2020,83.02182,14067013.45544,Basic service
MMR,Myanmar,total,Sanitation,2020,12.92346,7031627.77594,Basic service
MMR,Myanmar,rural,Sanitation,2020,7.00748,2625426.75806,Basic service
MMR,Myanmar,urban,Sanitation,2020,26.00487,4406201.23132,Basic service
MMR,Myanmar,total,Drinking water,2020,24.8871,13541019.28498,Basic service
MMR,Myanmar,rural,Drinking water,2020,26.34557,9870641.75322,Basic service
